teamid,team_name,logo_url
12619,DARVA,https://res.cloudinary.com/postman/image/upload/v1506955893/team/3a7d9b62f805ca81f1df6144c5bdfa813f502992f2e0319293eeb511d7470d24.png
12766,LiaisonAlloyPSG,https://res.cloudinary.com/postman/image/upload/v1495826269/team/3af3435042f9cfcf252a39a0c528c90688b37283536588bebf873e8b600b5378.jpg
13122,GoldenKiosk,https://res.cloudinary.com/postman/image/upload/v1490920227/team/c183be556221e34264422d85f6bd80e4f468b118e333e3c3cfd360eb72951206.png
16339,Crush & Lovely,https://res.cloudinary.com/postman/image/upload/v1497472943/team/d6f2a64becc21d1ec708f216e9471816849d7f577b8f72359f4419d5a489ff91.png
19028,BenchmarkEmail,https://res.cloudinary.com/postman/image/upload/v1495143201/team/31d760f67a77b23a4df62a857470506eef0d74e04a85fb618d226ed3a933be68.svg
19219,RCIS - Zurich North America,https://res.cloudinary.com/postman/image/upload/v1481302766/team/f84455b6838391631ba2f97f816864760a73e8696f492f3113be212f19db538c.png
19639,badoo-mobileweb,https://res.cloudinary.com/postman/image/upload/v1512476365/team/7c4023bf4c5cc3e15ebf26695bd0bd79ed8f080de0b10f3ccc2889fe03b78778.png
20609,NTTY,https://res.cloudinary.com/postman/image/upload/v1495181847/team/53077a7c78957db58cfc5ed8f135139d81f28e5a01f1cab35c9c1bcac927173c.jpg
20702,Orion Health API Ecosystem,https://res.cloudinary.com/postman/image/upload/v1486450036/team/fa28f0fcb8eaf4f4227269c4268ea8a99f37248e600b41090fe77534370cec7d.svg
21711,temando-dx,https://res.cloudinary.com/postman/image/upload/v1496810883/team/218dd621b9def6cf50507b5457e8adfe5ac8381b15478a8f5d30e94c3b5aa867.png
21970,Emento,https://res.cloudinary.com/postman/image/upload/v1517407361/team/e0ee72f35b92fb3f599200c0d6ee997bb8bf7c44bc61490ba87aebfea0601118.png
23364,Mocade,https://res.cloudinary.com/postman/image/upload/v1490722564/team/a8331feb16dbc6b0b7b201d32ae946f11024996ddb64ccc4e91dd0fbc2bbe2e9.jpg
23408,Together,https://res.cloudinary.com/postman/image/upload/v1518091392/team/95f89d082c54360a905e06bddfb768722e255355682c1a067839863a3f87f2f6.jpg
23765,timber,https://res.cloudinary.com/postman/image/upload/v1489508889/team/483dd97ea00216cd9e8effce51ff129c63c71a2ffe6f6969c54d122fcdb07f2c.png
25819,Okta Developer,https://res.cloudinary.com/postman/image/upload/v1479254554/team/7beb85e7692ae9456c25789cf187e391e1f3c5a20e181927a75b419ac0b69a75.png
25985,novemberfive,https://res.cloudinary.com/postman/image/upload/v1510839660/team/515a96e901321852e7d702e353f505c119b1ce0dc067f02544bab627bbc53358.png
26548,Time do Mal,https://res.cloudinary.com/postman/image/upload/v1478805908/team/576637daea7cd25332f585e24c6b793a4571186c1b8c5f3fd24ca1f3c6d68916.jpg
27222,USG V&M,https://res.cloudinary.com/postman/image/upload/v1479732623/team/f0d40e211e33ca9bf700d14425ac224be7d1bb5165388b9b5230a031e8f81cfc.gif
